FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
A,Annual,COL,Colombia,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.41,0.02,1.17,0.75,0.08,0.05,0.24,0.37,0.13,0.62,1.19,0.32,0.28,1.23,0.02,0.04,0.16,1.28,0.27,0.15,0.36,0.78,0.67,0.56,0.19,0.64,0.07,2.0,3.07,0.17,0.13,0.45,2.1,1.34,1.52,2.4,1.4,1.33,0.51,3.2,5.87,1.44,2.81,4.16,6.48,10.58,9.9,4.59,3.47,7.75,5.25
A,Annual,COM,Comoros,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,CPV,Cabo Verde,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,CRI,Costa Rica,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.09,0.0
A,Annual,CUB,Cuba,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.02,0.0,0.0,0.0,0.66,0.09,0.03,0.09,0.08,0.02,0.11,0.07,0.03,0.0,0.32,5.86,0.02,0.0,0.25,0.02,0.04,0.09,1.07,0.03,0.41,0.17,1.11,0.54,0.01,0.07,0.15,0.21,0.22,0.67,1.37,0.05,2.48,4.18
A,Annual,CYP,Cyprus,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,4.29,0.65,3.89,0.0,0.42,0.0,0.0,0.05,4.51,1.05,0.0,8.45,0.21,2.99,0.0,0.43,1.15,0.21,0.63,0.43,0.43,0.36
A,Annual,CZE,Czechia,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,DEU,Germany,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,DJI,Djibouti,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,20.22,16.99,20.35,23.89,22.84,18.88,17.01,24.6,27.44,39.81,35.32,39.14,27.61,54.69,23.18,26.12,27.56,44.21,38.55,25.84,30.37,33.61,24.13,30.68,22.86,33.4,35.66,42.43,47.08,36.89,28.05,32.46,36.58,32.08,34.51,46.51,33.54,35.1,28.37,37.17,44.28,24.33,26.4,30.94,33.22,52.66,60.05,74.53,39.19,53.11,41.54
A,Annual,DMA,Dominica,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,DNK,Denmark,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,DOM,Dominican Republic,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.04,0.04,0.04,0.13,0.04,0.04,0.0,0.09,0.26,0.26,0.3,0.0,0.72,0.62
A,Annual,DZA,Algeria,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,2.68,1.71,6.5,6.26,1.27,0.5,3.16,6.98,2.45,2.97,4.58,5.98,2.52,8.36,1.03,4.14,3.4,9.66,11.15,5.57,5.32,6.6,1.24,6.89,4.18,9.66,7.55,10.07,10.78,15.23,4.11,10.16,16.87,11.05,7.39,13.81,12.87,10.59,11.42,11.72,19.04,12.13,13.23,12.19,18.8,13.88,15.77,17.03,19.67,19.33,16.6
A,Annual,ECU,Ecuador,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.04
A,Annual,EGY,"Egypt, Arab Rep.",WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.07,0.05,0.14,0.28,0.11,0.03,0.02,0.37,0.86,0.54,0.3,0.11,0.04,0.17,0.01,0.05,0.07,0.89,2.06,0.2,0.03,0.61,0.78,0.06,0.47,1.86,0.71,0.41,2.15,0.74,1.13,0.86,2.52,0.74,0.34,1.14,0.9,0.72,0.54,0.33,5.14,1.04,1.8,1.06,1.43,6.28,1.19,2.31,3.45,3.85,2.81
A,Annual,ERI,Eritrea,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,20.17,19.09,24.97,24.72,24.4,21.08,20.07,23.94,22.92,32.08,31.78,30.0,25.21,31.6,20.36,28.36,26.47,31.5,32.36,26.88,21.82,27.17,24.59,29.69,26.14,35.11,34.07,34.13,36.44,31.22,29.62,33.94,28.35,33.31,30.23,33.82,29.23,29.57,25.53,28.98,35.86,25.16,29.94,31.74,30.69,34.21,39.04,40.53,33.8,36.98,28.81
A,Annual,ESP,Spain,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
A,Annual,EST,Estonia,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,ETH,Ethiopia,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,1.84,1.51,2.31,2.28,2.15,1.8,1.63,2.24,2.22,3.2,3.18,3.04,2.7,3.71,1.95,2.41,2.49,3.3,3.18,2.48,2.21,2.96,2.31,3.03,2.49,3.52,3.21,3.33,4.28,2.82,2.68,3.19,2.88,3.08,3.13,3.56,2.73,2.9,2.36,2.95,3.82,2.45,2.97,3.14,3.13,3.9,5.05,5.01,3.66,4.39,3.36
A,Annual,FIN,Finland,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,FJI,Fiji,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
A,Annual,FRA,France,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,FSM,"Micronesia, Fed. Sts.",WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,GAB,Gabon,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.07,0.06
A,Annual,GBR,United Kingdom,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,GEO,Georgia,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.1,0.01,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
A,Annual,GHA,Ghana,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,6.76,2.0,1.51,8.14,1.94,1.49,1.97,5.01,2.77,4.2,7.58,7.98,5.1,17.62,6.39,5.31,7.78,16.61,15.66,3.87,6.84,5.13,4.95,7.63,8.5,10.39,7.5,2.16,34.38,7.23,10.75,10.61,15.6,10.17,12.11,22.72,11.68,15.88,7.62,20.26,35.78,16.09,10.98,19.38,16.45,19.77,36.98,27.59,23.13,34.5,37.26
A,Annual,GIN,Guinea,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.29,0.03,0.07,0.4,0.03,0.09,0.01,0.07,0.41,0.35,0.32,0.86,0.09,0.65,0.28,0.1,0.26,0.82,0.52,0.36,0.23,0.43,0.14,1.04,0.23,0.74,0.48,0.19,1.81,0.34,0.37,0.45,0.93,1.14,1.45,1.68,1.24,1.4,0.71,1.26,4.89,1.8,1.35,0.92,0.9,1.99,3.18,3.13,1.04,2.3,4.48
A,Annual,GMB,"Gambia, The",WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,1.91,0.17,0.67,7.62,0.5,1.06,0.33,2.1,2.84,6.92,4.69,8.46,4.22,6.65,6.51,3.79,4.7,15.94,6.95,5.39,3.22,6.33,1.76,10.68,5.87,14.65,8.57,20.43,20.68,12.07,5.01,10.24,18.1,15.21,13.69,44.44,32.28,13.63,13.4,22.97,29.76,28.86,24.03,22.88,28.69,21.16,26.2,46.08,17.63,22.04,36.05
A,Annual,GNB,Guinea-Bissau,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,1.46,0.1,0.14,2.8,0.0,0.52,0.02,0.62,3.23,2.48,1.08,6.84,1.33,3.64,3.16,0.6,1.57,9.99,4.29,4.95,0.75,5.07,0.41,6.29,1.12,9.84,5.42,7.71,12.75,6.67,2.09,2.94,4.21,8.25,2.63,26.56,10.06,8.9,7.48,8.15,29.36,10.9,10.49,11.52,9.22,12.54,9.41,26.13,5.97,13.66,23.34
A,Annual,GNQ,Equatorial Guinea,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06
A,Annual,GRC,Greece,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,GRD,Grenada,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,GTM,Guatemala,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.05,0.11,0.12,1.09,0.14,0.23,0.14,0.07,0.78,0.67,1.16,0.62,0.14,1.27,0.59,0.02,0.18,1.55,0.88,0.5,0.64,0.68,0.42,0.92,0.2,1.93,0.3,1.43,3.56,0.5,0.28,0.46,0.54,3.88,0.58,5.48,1.27,1.36,1.75,2.63,9.72,4.97,1.47,3.62,2.63,5.4,11.17,6.44,2.25,11.15,10.24
A,Annual,GUY,Guyana,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.01,0.0
A,Annual,HND,Honduras,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.04,0.02,0.04,0.08,0.0,0.02,0.0,0.02,0.16,0.26,0.35,0.29,0.17,0.66,0.0,0.02,0.09,0.5,0.24,0.11,0.24,0.34,0.11,0.16,0.02,0.16,0.09,0.11,0.48,0.0,0.0,0.0,0.0,0.28,0.41,0.82,0.33,0.08,0.12,0.21,1.68,0.39,0.12,0.31,0.44,0.94,1.95,1.63,0.19,1.8,2.25
A,Annual,HRV,Croatia,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,HTI,Haiti,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.01,0.02,0.07,0.06,0.06,0.0,0.38,0.32
A,Annual,HUN,Hungary,WB_ESG_EN_CLC_HEAT_XD,Heat Index 35,COUNT,Count,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
